Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-4256d78d,2024-01-27,2024-02-01,CUST-2634,Paige Bryant,Consumer,New York,New York,West,PROD-20484,Technology,Copiers,Copiers - Late,342.38,9,0.0,84.73
ORD-0ad442bb,2025-03-30,2025-04-01,CUST-5965,Raymond Adams,Home Office,Phoenix,New York,South,PROD-77485,Furniture,Bookcases,Bookcases - Will,465.81,9,0.2,51.35
ORD-b1f3afbc,2024-03-26,2024-04-01,CUST-7850,Jonathan May,Corporate,New York,Texas,Central,PROD-82338,Office Supplies,Binders,Binders - Authority,393.53,1,0.3,51.75
ORD-ccdaad2c,2025-02-18,2025-02-21,CUST-6019,Wesley Leon,Consumer,Phoenix,California,East,PROD-74959,Technology,Machines,Machines - Authority,772.64,2,0.2,94.53
ORD-0323ff95,2023-12-17,2023-12-20,CUST-6884,Emily Ward,Consumer,San Diego,Florida,East,PROD-30575,Office Supplies,Labels,Labels - Say,836.92,7,0.1,154.7
ORD-5e26dc56,2025-03-01,2025-03-07,CUST-4593,Nicolas Davies,Consumer,Phoenix,Texas,South,PROD-31016,Furniture,Furnishings,Furnishings - Magazine,290.1,7,0.3,32.8
ORD-1e5764d5,2024-11-12,2024-11-13,CUST-1825,Susan Arias MD,Consumer,Chicago,Texas,South,PROD-77484,Office Supplies,Labels,Labels - Break,557.28,2,0.0,124.64
ORD-3bf3947b,2024-08-17,2024-08-18,CUST-8844,David Kane,Consumer,Philadelphia,Michigan,West,PROD-28201,Technology,Machines,Machines - Board,999.31,8,0.0,237.06
ORD-72d1efa0,2024-02-09,2024-02-16,CUST-9183,Theresa Rangel,Home Office,San Antonio,Michigan,East,PROD-28202,Furniture,Chairs,Chairs - Read,238.8,5,0.2,49.84
ORD-0e6500ff,2023-07-15,2023-07-16,CUST-6196,Ryan Lopez,Consumer,Houston,California,East,PROD-66806,Technology,Computers,Computers - Amount,970.11,10,0.1,91.11
ORD-bbb8c417,2024-05-12,2024-05-13,CUST-2383,Patrick Kent,Home Office,Philadelphia,New York,Central,PROD-27708,Furniture,Tables,Tables - Maintain,986.75,3,0.0,239.82
ORD-dfb64997,2024-05-07,2024-05-10,CUST-6676,Jennifer Phillips,Home Office,San Diego,Illinois,West,PROD-18469,Technology,Copiers,Copiers - Mean,172.95,9,0.1,20.59
ORD-df843073,2024-02-03,2024-02-06,CUST-5693,Cody Shaffer,Corporate,Phoenix,Pennsylvania,East,PROD-41014,Technology,Accessories,Accessories - Ability,725.24,2,0.1,167.57
ORD-4aa50292,2024-10-21,2024-10-22,CUST-1427,Jason Silva,Home Office,San Diego,California,Central,PROD-53081,Technology,Copiers,Copiers - Anything,438.08,7,0.3,29.38
ORD-e041fcdf,2023-06-29,2023-07-06,CUST-2264,Darrell Coleman,Consumer,Phoenix,Illinois,West,PROD-59834,Office Supplies,Art,Art - Item,359.99,10,0.2,30.27
ORD-1ad42df3,2024-11-17,2024-11-20,CUST-6238,Brittany Taylor,Home Office,Phoenix,Texas,South,PROD-61855,Office Supplies,Labels,Labels - Position,710.58,8,0.0,133.23
ORD-de77562a,2023-12-15,2023-12-16,CUST-9891,Ryan Walker,Home Office,San Diego,Illinois,Central,PROD-60470,Office Supplies,Art,Art - Baby,356.05,3,0.2,63.21
ORD-c250b31f,2023-06-06,2023-06-10,CUST-8095,Molly Steele,Corporate,Chicago,California,South,PROD-96155,Office Supplies,Art,Art - Order,907.66,3,0.0,103.55
ORD-de3641a8,2024-03-08,2024-03-15,CUST-1615,Dawn Bailey,Consumer,San Antonio,New York,East,PROD-50533,Furniture,Chairs,Chairs - Ten,970.19,2,0.0,59.13
ORD-3e07a1d4,2025-04-09,2025-04-16,CUST-9834,Stephanie Harris,Corporate,Philadelphia,Michigan,South,PROD-89161,Office Supplies,Paper,Paper - Star,548.06,10,0.1,32.75
ORD-e9f71be2,2023-09-26,2023-10-01,CUST-4898,Amber Hill,Consumer,New York,Ohio,East,PROD-88890,Technology,Copiers,Copiers - Range,393.9,5,0.1,79.13
ORD-cbe4d29f,2024-06-20,2024-06-27,CUST-6652,Kristopher Montes,Corporate,Chicago,Michigan,South,PROD-68706,Furniture,Chairs,Chairs - Modern,761.86,8,0.1,112.92
ORD-8f2e8da4,2024-05-23,2024-05-30,CUST-7635,Denise Rosales,Consumer,Houston,Ohio,Central,PROD-46432,Furniture,Tables,Tables - Despite,50.09,9,0.1,5.72
ORD-e6786984,2023-10-06,2023-10-13,CUST-7420,John Taylor,Corporate,New York,Florida,West,PROD-91928,Office Supplies,Paper,Paper - Quality,136.5,2,0.2,27.12
ORD-ef620225,2025-03-24,2025-03-27,CUST-7594,Lisa Reyes,Consumer,Phoenix,Texas,West,PROD-64356,Furniture,Chairs,Chairs - Challenge,518.96,5,0.3,58.58
ORD-6cea14ad,2024-09-12,2024-09-16,CUST-6242,Andrew Gibson,Corporate,Philadelphia,New York,West,PROD-79164,Office Supplies,Labels,Labels - Catch,492.96,6,0.0,113.32
ORD-2a32840e,2023-10-20,2023-10-21,CUST-8218,Elizabeth Diaz,Corporate,New York,Michigan,South,PROD-49197,Technology,Machines,Machines - Note,448.56,9,0.2,90.57
ORD-d9430bb2,2025-02-09,2025-02-10,CUST-6961,Joseph Phillips,Consumer,Chicago,New York,South,PROD-97799,Office Supplies,Paper,Paper - East,21.11,6,0.1,1.7
ORD-46d60b87,2024-09-13,2024-09-14,CUST-2682,Eddie Lin,Home Office,San Antonio,Ohio,West,PROD-82863,Office Supplies,Storage,Storage - Firm,546.37,2,0.0,85.44
ORD-5ed1f0f5,2024-04-06,2024-04-07,CUST-1035,Karen Schultz,Corporate,Phoenix,Pennsylvania,West,PROD-78811,Office Supplies,Art,Art - North,120.07,6,0.0,22.32
ORD-8d615cb1,2024-03-20,2024-03-21,CUST-6000,Julie Brown,Consumer,Houston,Ohio,West,PROD-24713,Furniture,Furnishings,Furnishings - Provide,246.22,1,0.1,48.24
ORD-e3051e57,2024-10-30,2024-11-01,CUST-3288,David Jimenez,Corporate,Chicago,Florida,Central,PROD-91971,Technology,Accessories,Accessories - Executive,831.62,1,0.2,37.65
ORD-074c8521,2024-04-09,2024-04-11,CUST-4635,John Lowe,Consumer,New York,Pennsylvania,West,PROD-59445,Furniture,Furnishings,Furnishings - Choose,753.3,3,0.3,138.95
ORD-46742ed7,2024-02-08,2024-02-10,CUST-4380,Patrick Fitzpatrick,Consumer,New York,New York,South,PROD-36884,Furniture,Furnishings,Furnishings - Husband,564.75,6,0.3,114.69
ORD-601ba493,2025-02-13,2025-02-14,CUST-3705,Vanessa Garcia,Corporate,Philadelphia,California,South,PROD-25394,Furniture,Chairs,Chairs - Involve,729.06,8,0.1,78.87
ORD-9815cd26,2025-01-15,2025-01-18,CUST-9484,Tony Johnson,Corporate,San Diego,Florida,West,PROD-92275,Furniture,Chairs,Chairs - Evening,875.58,2,0.3,111.65
ORD-20165321,2023-06-08,2023-06-13,CUST-5462,Steven Carr,Consumer,Phoenix,California,South,PROD-69675,Technology,Accessories,Accessories - Choose,957.55,5,0.3,112.94
ORD-9ad01cef,2025-03-12,2025-03-19,CUST-8957,Allen Luna,Consumer,Philadelphia,Illinois,South,PROD-73497,Office Supplies,Labels,Labels - Yeah,587.8,6,0.3,116.66
ORD-fe9116d8,2024-04-18,2024-04-24,CUST-2435,Dr. Tanya Sanders,Consumer,Los Angeles,Michigan,South,PROD-14001,Office Supplies,Binders,Binders - Upon,868.61,8,0.1,153.19
ORD-68855346,2025-02-07,2025-02-14,CUST-4320,Ronnie Johnson Jr.,Consumer,Philadelphia,Florida,South,PROD-76807,Office Supplies,Labels,Labels - People,813.3,2,0.0,62.9
ORD-e6be0b53,2023-05-13,2023-05-20,CUST-1063,Jorge Barnes,Corporate,Philadelphia,Illinois,West,PROD-46966,Furniture,Bookcases,Bookcases - Me,654.5,9,0.2,52.49
ORD-f6152b40,2023-05-14,2023-05-19,CUST-8234,Lindsey Brown,Consumer,Los Angeles,Ohio,East,PROD-43842,Technology,Phones,Phones - Kind,939.92,7,0.3,141.2
ORD-75a83e42,2024-05-16,2024-05-18,CUST-9207,Joshua Mosley,Consumer,Chicago,New York,South,PROD-15383,Furniture,Furnishings,Furnishings - Tend,40.17,1,0.1,6.79
ORD-5750bd02,2025-04-03,2025-04-04,CUST-3146,Nicholas Beck,Home Office,San Antonio,Michigan,West,PROD-26897,Office Supplies,Art,Art - Establish,824.84,8,0.0,63.22
ORD-dbc301a5,2023-12-02,2023-12-07,CUST-1866,Dawn Cummings,Corporate,Los Angeles,Ohio,South,PROD-35223,Technology,Computers,Computers - Even,471.68,3,0.1,117.07
ORD-9efec0f3,2023-07-19,2023-07-22,CUST-1079,Manuel Roth,Consumer,Phoenix,Michigan,West,PROD-72287,Furniture,Tables,Tables - Mouth,395.31,10,0.2,82.56
ORD-29363e3f,2025-04-07,2025-04-08,CUST-1646,William Smith,Corporate,Chicago,Michigan,Central,PROD-41950,Office Supplies,Storage,Storage - Operation,909.06,6,0.0,140.29
ORD-7014309f,2023-12-01,2023-12-05,CUST-1133,Donald Stewart,Corporate,San Antonio,New York,East,PROD-34049,Technology,Accessories,Accessories - Stock,814.74,8,0.0,181.08
ORD-154c071c,2024-03-08,2024-03-11,CUST-3598,Tonya White,Home Office,San Diego,Florida,East,PROD-33076,Furniture,Tables,Tables - Them,992.7,2,0.0,177.2
ORD-ca356820,2023-12-09,2023-12-15,CUST-1930,Dalton Soto,Corporate,Phoenix,Illinois,East,PROD-81779,Furniture,Furnishings,Furnishings - Newspaper,165.5,7,0.0,34.06
ORD-bc8f6832,2023-09-04,2023-09-08,CUST-6708,Christopher Jordan,Consumer,New York,New York,South,PROD-29098,Office Supplies,Paper,Paper - Purpose,173.57,3,0.2,32.23
ORD-6b3860e3,2023-07-17,2023-07-23,CUST-2539,Logan Graham,Home Office,Phoenix,Pennsylvania,East,PROD-46888,Furniture,Bookcases,Bookcases - Character,675.57,3,0.3,56.68
ORD-c8bc692b,2024-08-14,2024-08-21,CUST-8716,Robin Dominguez,Consumer,Houston,Pennsylvania,Central,PROD-44688,Technology,Accessories,Accessories - Particular,727.12,9,0.3,62.03
ORD-28bc359f,2025-02-04,2025-02-06,CUST-2525,Tony Ball,Consumer,Chicago,Michigan,South,PROD-44227,Office Supplies,Labels,Labels - Every,713.57,2,0.3,113.03
ORD-b5868de0,2023-10-03,2023-10-05,CUST-3567,Amy Miller,Corporate,San Antonio,Illinois,South,PROD-30964,Technology,Phones,Phones - Key,586.19,3,0.0,43.66
ORD-43e58a77,2023-12-22,2023-12-24,CUST-2562,Barbara Campbell,Home Office,Chicago,Florida,East,PROD-66360,Technology,Computers,Computers - Star,42.41,5,0.0,10.83
ORD-f994a48a,2023-11-24,2023-11-26,CUST-2999,Casey Fleming,Corporate,Chicago,Michigan,East,PROD-48771,Technology,Accessories,Accessories - Process,974.05,5,0.2,200.54
ORD-f61eee95,2023-06-22,2023-06-23,CUST-3151,Leah Stewart,Consumer,Philadelphia,California,South,PROD-95658,Furniture,Chairs,Chairs - Miss,330.38,4,0.1,83.76
ORD-b3654855,2023-05-14,2023-05-20,CUST-4470,Ariana Frazier,Home Office,San Diego,Texas,East,PROD-36858,Technology,Machines,Machines - Talk,811.95,1,0.3,161.45
ORD-be00e621,2023-10-17,2023-10-19,CUST-4312,Ethan Park,Corporate,Phoenix,Ohio,Central,PROD-48788,Technology,Computers,Computers - Response,580.0,8,0.3,97.79
ORD-b0f131e0,2024-09-05,2024-09-10,CUST-7009,Adrienne French,Corporate,San Diego,New York,East,PROD-59671,Technology,Machines,Machines - Ready,585.5,7,0.0,94.35
ORD-3c8e66b0,2024-05-24,2024-05-29,CUST-3719,Valerie Payne,Corporate,Houston,Pennsylvania,South,PROD-94600,Furniture,Bookcases,Bookcases - Family,545.77,5,0.3,57.54
ORD-e05a21d7,2024-04-13,2024-04-17,CUST-8788,Willie Ali,Home Office,New York,New York,Central,PROD-22022,Office Supplies,Art,Art - Explain,287.63,10,0.1,75.77
ORD-24628726,2025-04-14,2025-04-15,CUST-2742,Michael Hartman,Home Office,Los Angeles,Michigan,Central,PROD-79316,Furniture,Chairs,Chairs - Stock,812.84,10,0.0,243.82
ORD-74e8ea25,2023-06-28,2023-07-01,CUST-9258,Arthur Osborn,Home Office,Chicago,California,Central,PROD-25043,Technology,Accessories,Accessories - Society,178.52,10,0.2,16.44
ORD-ab7b3f17,2024-12-04,2024-12-10,CUST-7710,Mark Hood,Corporate,San Diego,California,South,PROD-77242,Furniture,Bookcases,Bookcases - Democratic,773.44,9,0.1,108.55
ORD-fc5fdf7b,2025-02-20,2025-02-21,CUST-2376,Jonathon Lopez,Consumer,Philadelphia,California,West,PROD-23885,Furniture,Bookcases,Bookcases - Serious,324.96,9,0.2,37.22
ORD-4670f42d,2024-03-16,2024-03-22,CUST-7992,Daniel Mitchell,Consumer,Phoenix,Ohio,Central,PROD-79592,Furniture,Furnishings,Furnishings - Crime,945.62,5,0.0,114.58
ORD-3d1f1d73,2023-09-06,2023-09-08,CUST-2992,Mark Taylor,Corporate,Los Angeles,Ohio,Central,PROD-66595,Office Supplies,Paper,Paper - Wall,778.64,8,0.0,64.07
ORD-59b25356,2024-04-04,2024-04-08,CUST-9849,Richard Fisher,Corporate,San Diego,Illinois,South,PROD-41584,Technology,Machines,Machines - Of,969.15,7,0.0,233.98
ORD-ff0fa24a,2023-09-25,2023-09-28,CUST-6402,Adam Glass,Home Office,New York,Pennsylvania,West,PROD-68855,Furniture,Tables,Tables - Past,212.17,2,0.2,12.97
ORD-dd5d4201,2024-08-27,2024-08-28,CUST-9896,Erik Miller,Consumer,Phoenix,California,South,PROD-25343,Office Supplies,Storage,Storage - True,689.03,9,0.1,83.6
ORD-5934bb14,2025-03-12,2025-03-14,CUST-4283,Stephanie Maddox,Home Office,Chicago,Florida,South,PROD-90002,Technology,Computers,Computers - Star,951.44,6,0.3,151.33
ORD-0cf697ca,2024-04-01,2024-04-05,CUST-7920,Janice Morgan,Consumer,Chicago,Pennsylvania,South,PROD-97028,Technology,Phones,Phones - Sport,619.29,2,0.1,163.54
ORD-5807a9b3,2024-01-08,2024-01-11,CUST-7707,Michelle Murray,Corporate,New York,Michigan,South,PROD-49086,Office Supplies,Storage,Storage - Type,662.79,6,0.2,54.71
ORD-c300782f,2024-12-31,2025-01-07,CUST-6945,Jeffrey Mcdowell,Corporate,Houston,Ohio,West,PROD-66313,Technology,Phones,Phones - Somebody,756.74,10,0.1,126.09
ORD-6e5fe009,2023-06-09,2023-06-10,CUST-7784,Kevin Scott,Home Office,Chicago,Pennsylvania,East,PROD-41186,Technology,Machines,Machines - Action,434.49,10,0.1,103.92
ORD-1b02f79f,2024-05-01,2024-05-02,CUST-4910,Billy Hodge,Consumer,Los Angeles,New York,West,PROD-72904,Technology,Copiers,Copiers - When,948.64,6,0.1,227.68
ORD-8334463a,2025-01-19,2025-01-23,CUST-4250,Miranda Williams,Consumer,Los Angeles,California,Central,PROD-64541,Office Supplies,Storage,Storage - Positive,932.96,7,0.0,114.62
ORD-04772e2c,2024-10-06,2024-10-10,CUST-6428,Mark Brock,Corporate,Chicago,Ohio,West,PROD-44444,Technology,Machines,Machines - Send,896.51,6,0.0,163.81
ORD-8a07bec7,2024-09-19,2024-09-21,CUST-2249,Randy Coffey,Consumer,Houston,Pennsylvania,Central,PROD-30573,Technology,Accessories,Accessories - Organization,601.26,10,0.3,48.51
ORD-12426093,2024-03-27,2024-04-03,CUST-4409,David Ryan,Corporate,New York,New York,East,PROD-31901,Office Supplies,Storage,Storage - Response,640.56,10,0.1,161.72
ORD-3d8e7783,2023-09-19,2023-09-20,CUST-9948,Lucas Jacobs,Corporate,Phoenix,Ohio,West,PROD-66971,Office Supplies,Storage,Storage - Piece,354.13,2,0.3,23.21
ORD-6178322e,2025-01-11,2025-01-12,CUST-7073,Michael Chavez,Home Office,Chicago,Florida,South,PROD-58641,Office Supplies,Labels,Labels - Force,875.42,3,0.2,40.16
ORD-03432352,2024-09-16,2024-09-17,CUST-1657,Peter Melendez,Consumer,San Diego,California,Central,PROD-26501,Technology,Accessories,Accessories - Even,664.84,2,0.3,87.52
ORD-bc351fa7,2023-08-01,2023-08-06,CUST-9019,John White,Corporate,San Antonio,Michigan,South,PROD-55825,Furniture,Bookcases,Bookcases - Show,827.42,10,0.1,82.4
ORD-50dd058e,2024-04-10,2024-04-15,CUST-3940,Christopher Lopez,Home Office,Houston,Ohio,East,PROD-61319,Furniture,Chairs,Chairs - Happen,212.67,9,0.2,41.72
ORD-d60e04f5,2023-06-14,2023-06-15,CUST-5415,Tiffany Davis,Consumer,Houston,Pennsylvania,East,PROD-30490,Furniture,Tables,Tables - Identify,655.66,10,0.0,118.74
ORD-e43032dd,2023-04-23,2023-04-25,CUST-4695,Ryan Lynch,Consumer,Chicago,Michigan,South,PROD-99127,Office Supplies,Art,Art - Her,254.15,8,0.2,48.15
ORD-42f55676,2024-02-19,2024-02-26,CUST-3588,Elizabeth Estrada,Corporate,San Antonio,Florida,Central,PROD-73239,Furniture,Furnishings,Furnishings - Few,802.82,8,0.2,73.82
ORD-46c11e0b,2024-08-21,2024-08-28,CUST-5684,Keith Stewart,Consumer,San Diego,Michigan,South,PROD-83772,Furniture,Bookcases,Bookcases - Hotel,519.62,8,0.1,127.81
ORD-91d300b6,2024-06-24,2024-06-28,CUST-1372,Christopher Brown,Home Office,New York,Texas,West,PROD-80075,Office Supplies,Paper,Paper - Buy,671.14,3,0.1,51.07
ORD-af4c6daa,2023-11-02,2023-11-05,CUST-1311,Jennifer Hayes,Home Office,San Diego,Florida,West,PROD-47726,Office Supplies,Labels,Labels - Bill,376.04,6,0.2,55.89
ORD-2bb668da,2024-10-20,2024-10-24,CUST-5466,Kristen Jarvis,Corporate,Phoenix,Michigan,East,PROD-84676,Technology,Accessories,Accessories - Answer,905.71,3,0.2,199.03
ORD-c52563fb,2024-04-16,2024-04-19,CUST-5172,Elizabeth Clayton,Home Office,Houston,Pennsylvania,South,PROD-70922,Furniture,Chairs,Chairs - Keep,686.29,9,0.0,204.49
ORD-809fc9c0,2024-07-19,2024-07-23,CUST-9738,Heather Koch,Consumer,Houston,Pennsylvania,West,PROD-57795,Technology,Copiers,Copiers - Card,397.37,2,0.2,84.53
ORD-3f3ebd37,2024-07-25,2024-07-28,CUST-1630,Amber Harrington,Corporate,Phoenix,California,East,PROD-67363,Office Supplies,Paper,Paper - Director,671.71,4,0.2,79.99
ORD-5cb82163,2024-08-05,2024-08-11,CUST-2575,Alexander Nguyen,Home Office,Houston,Illinois,Central,PROD-53232,Furniture,Chairs,Chairs - Participant,990.19,7,0.3,57.26
ORD-dcf398ee,2023-11-21,2023-11-22,CUST-6779,Melissa Humphrey,Consumer,Philadelphia,Texas,South,PROD-98423,Furniture,Furnishings,Furnishings - Somebody,255.32,9,0.0,65.69
ORD-1d25da27,2023-10-07,2023-10-08,CUST-5976,Cameron Hodge,Corporate,Houston,Texas,South,PROD-49151,Office Supplies,Art,Art - Music,154.72,4,0.2,33.76
ORD-23fc6e7b,2023-12-10,2023-12-12,CUST-7039,Kyle Jones,Corporate,New York,Ohio,Central,PROD-28126,Technology,Computers,Computers - Maintain,112.36,6,0.1,8.94
ORD-20e4b604,2023-08-04,2023-08-11,CUST-5319,Paul Morales,Home Office,San Antonio,Michigan,West,PROD-16276,Office Supplies,Paper,Paper - Probably,164.92,4,0.3,26.45
ORD-3cbbcb89,2024-12-09,2024-12-15,CUST-7455,Jennifer Palmer,Consumer,Chicago,Pennsylvania,East,PROD-91506,Technology,Copiers,Copiers - Will,747.77,8,0.0,40.28
